Survey_Date,Zone_P_CODE,Woreda_P_CODE,Site_Open_Date,Displacement_Reason,Origin_Region,Origin_Zone,Origin_Woreda,Second_Origin_Region,Second_Origin_Zone,Second_Origin_Woreda,Total_Households,Total_Individuals,First_Arrival_Date,Last_Arrival_Known,Last_Arrival_Date,Previously_Displaced,Currently_Leaving,Has_Prevention_Factors,Prevention_Accessibility,Prevention_Food,Prevention_Housing,Prevention_Security,Prevention_Livelihood,Prevention_Infrastructure,Support_Needs,Need_Livelihood,Need_Land,Need_Documentation,Need_Services,Need_Security,Need_Livestock,Displacement_Month,Has_Different_Second_Origin,Displacement_Duration,Origin_Location,Current_Location,Total_Prevention_Factors,Total_Support_Needs,Is_Winter_Migration,Region_Change,Prevention_Factor_Ratio,Support_Need_Ratio,Displacement_Season_Fall,Displacement_Season_Spring,Displacement_Season_Summer,Displacement_Season_Winter,Preferred_Solution_Reintegration,Preferred_Solution_Relocation,Preferred_Solution_Return,Region_P_CODE_ET02,Region_P_CODE_ET03,Region_P_CODE_ET04,Region_P_CODE_ET05,Household_Size_Category_Very Small,Household_Size_Category_Small,Household_Size_Category_Medium,Household_Size_Category_Large,Household_Size_Category_Very Large,year,month,household_size,fdi_pct_gdp,gdp_usd,gdp_per_capita_usd,remittances_pct_gdp,trade_pct_gdp,adult_literacy_rate,youth_literacy_rate,primary_enrollment,secondary_enrollment,regional_weight
2017-07-26,ET0412,ET041224,2017-03-21,Drought,ET04,ET0412,ET041298,Oromia,Borena,Wachile,230,2783,2017-03-21,0.1386750490563072,2017-01-07,-0.1647172818672541,-0.2271283812897489,lack of food lack of security safety no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,2.85270591447537,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation access services safety and security livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,3.0318818730794392,0.3771490147280578,3,0.0,0.0,ET04_ET0412_ET041298,ET04_ET0412_ET041224,0.0428616251639721,2.3711275855432548,-0.7722600223814998,0.0,0.0428616251639715,2.3711275855432548,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2017,7,12.1,5.386607596470001,11679800110.0,598.687526784,13.814876840400002,87.95504665140002,50.220000000000006,66.03000000000002,19.714446834900002,3.0632431986300004,0.9300000000000002
2017-11-13,ET0422,ET042204,2017-04-22,Drought,ET04,ET0414,ET041502,Oromia,West Guji ,Melka Soda,118,974,2017-04-22,0.1386750490563072,2017-09-20,-0.1647172818672541,-0.2271283812897489,accessibility lack of food no livelihood,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,4,0.0,151.0,ET04_ET0414_ET041502,ET04_ET0422_ET042204,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2017,11,8.254237288135593,5.386607596470001,11679800110.0,598.687526784,13.814876840400002,87.95504665140002,50.220000000000006,66.03000000000002,19.714446834900002,3.0632431986300004,0.9300000000000002
2017-11-17,ET0422,ET042202,2017-01-21,Drought,ET04,ET0415,ET041513,Oromia,West Guji ,Abaya,260,2249,2017-01-21,0.1386750490563072,2017-05-02,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,-3.323470256441984,-0.277913246099792,livelihood land resources access services,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,-2.651471861118468,1,0.0,101.0,ET04_ET0415_ET041513,ET04_ET0422_ET042202,-0.9897138901498964,-0.8077028200332839,1.2949006435891817,0.0,-0.9897138901498972,-0.8077028200332839,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2017,11,8.65,5.386607596470001,11679800110.0,598.687526784,13.814876840400002,87.95504665140002,50.220000000000006,66.03000000000002,19.714446834900002,3.0632431986300004,0.9300000000000002
2017-11-16,ET0422,ET042202,2016-12-13,Drought,ET04,ET0415,ET041513,Oromia,West Guji ,Galana,742,5415,2016-12-13,0.1386750490563072,2017-07-10,-0.1647172818672541,-0.2271283812897489,accessibility lack of food,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,-3.323470256441984,-0.277913246099792,livelihood land resources access services,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,-2.651471861118468,12,0.0,209.0,ET04_ET0415_ET041513,ET04_ET0422_ET042202,-0.9897138901498964,-0.8077028200332839,1.2949006435891817,0.0,-0.9897138901498972,-0.8077028200332839,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,2017,11,7.297843665768194,5.386607596470001,11679800110.0,598.687526784,13.814876840400002,87.95504665140002,50.220000000000006,66.03000000000002,19.714446834900002,3.0632431986300004,0.9300000000000002
2017-11-23,ET0411,ET041114,2017-08-24,Drought,ET04,ET0409,ET040912,Oromia,West Harerge,Gemechis,38,83,2017-08-24,0.1386750490563072,2017-02-11,-0.1647172818672541,-0.2271283812897489,accessibility lack of food no livelihood,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation access services livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,-0.3298281535567591,0.3771490147280578,8,0.0,0.0,ET04_ET0409_ET040912,ET04_ET0411_ET041114,0.0428616251639721,1.3115174503510751,-0.7722600223814998,0.0,0.0428616251639715,1.3115174503510756,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,2017,11,2.1842105263157894,5.386607596470001,11679800110.0,598.687526784,13.814876840400002,87.95504665140002,50.220000000000006,66.03000000000002,19.714446834900002,3.0632431986300004,0.9300000000000002
2017-07-16,ET0501,ET050106,2015-10-04,Drought,ET05,ET0501,ET050105,Somali,Fafan,Tog-Wajale,165,1090,2015-10-04,0.1386750490563072,2016-05-25,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation access services safety and security livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,3.0318818730794392,0.3771490147280578,10,0.0,234.0,ET05_ET0501_ET050105,ET05_ET0501_ET050106,1.075437140477841,2.3711275855432548,-0.7722600223814998,0.0,1.0754371404778398,2.3711275855432548,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,7,6.606060606060606,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-06,ET0505,ET050503,2017-07-01,Drought,ET05,ET0505,ET050503,Somali,Korahe,Shilabo,105,537,2017-07-01,0.1386750490563072,2017-10-28,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation access services livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,-0.3298281535567591,0.3771490147280578,7,0.0,119.0,ET05_ET0505_ET050503,ET05_ET0505_ET050503,0.0428616251639721,1.3115174503510751,-0.7722600223814998,0.0,0.0428616251639715,1.3115174503510756,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,5.114285714285714,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-07,ET0502,ET050206,1997-01-01,Drought,ET05,ET0510,ET071302,Somali,Afder,Raso,1320,8745,1997-01-01,0.1386750490563072,2004-10-12,6.071008388821651,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood basic infrastructures damage,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,3.5982451863446765,livelihood land resources id documentation access services safety and security livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,3.0318818730794392,0.3771490147280578,1,0.0,2841.0,ET05_ET0510_ET071302,ET05_ET0502_ET050206,2.1080126557917094,2.3711275855432548,1.2949006435891817,0.0,2.108012655791709,2.3711275855432548,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.625,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-23,ET0501,ET050104,2015-05-03,Drought,ET05,ET0501,ET0504,Somali,Siti,Erer,431,2801,2015-05-03,0.1386750490563072,2016-10-05,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services safety and security livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,3.0318818730794392,0.3771490147280578,5,0.0,521.0,ET05_ET0501_ET0504,ET05_ET0501_ET050104,0.0428616251639721,1.3115174503510751,-0.7722600223814998,0.0,0.0428616251639715,1.3115174503510756,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.4988399071925755,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-23,ET0501,ET050104,2015-01-04,Drought,ET05,ET0501,ET0504,Somali,Siti,Erer,1605,10593,2015-01-04,0.1386750490563072,2016-09-06,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services safety and security livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,3.0318818730794392,0.3771490147280578,1,0.0,611.0,ET05_ET0501_ET0504,ET05_ET0501_ET050104,1.075437140477841,1.3115174503510751,1.2949006435891817,0.0,1.0754371404778398,1.3115174503510756,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.6,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-19,ET0501,ET050106,2015-02-08,Drought,ET05,ET0501,ET050105,Somali,Siti,Afdem,353,2664,2015-02-08,0.1386750490563072,2016-03-23,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,-3.323470256441984,-0.277913246099792,livelihood land resources access services safety and security livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,3.0318818730794392,0.3771490147280578,2,0.0,409.0,ET05_ET0501_ET050105,ET05_ET0501_ET050106,0.0428616251639721,1.3115174503510751,1.2949006435891817,0.0,0.0428616251639715,1.3115174503510756,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,7.546742209631728,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-19,ET0501,ET050106,2015-08-02,Drought,ET05,ET0501,ET050105,Somali,Siti,Afdem,322,2527,2015-08-02,0.1386750490563072,2016-03-27,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,-3.323470256441984,-0.277913246099792,livelihood land resources safety and security livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,-1.848422751068236,3.0318818730794392,0.3771490147280578,8,0.0,238.0,ET05_ET0501_ET050105,ET05_ET0501_ET050106,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,7.8478260869565215,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-07,ET0501,ET050108,2015-10-03,Drought,ET05,ET0501,ET040216,Somali,Siti,Hadgalo,240,1512,2015-10-03,0.1386750490563072,2016-01-06,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,10,0.0,95.0,ET05_ET0501_ET040216,ET05_ET0501_ET050108,-0.9897138901498964,0.2519073151588957,-0.7722600223814998,0.0,-0.9897138901498972,0.2519073151588955,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,6.3,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-24,ET0501,ET050110,2015-10-02,Drought,ET05,ET0501,ET050199,Somali,Siti,Gablalu,230,1614,2015-10-02,0.1386750490563072,2015-12-20,-0.1647172818672541,4.402796314232056,No,-0.8037180680557422,0.2271283812897488,0.9665953493282832,2.85270591447537,0.3008903112828133,-0.277913246099792,livelihood land resources access services safety and security livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,3.0318818730794392,0.3771490147280578,10,0.0,79.0,ET05_ET0501_ET050199,ET05_ET0501_ET050110,1.075437140477841,1.3115174503510751,-0.7722600223814998,0.0,1.0754371404778398,1.3115174503510756,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,7.017391304347826,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-24,ET0501,ET050110,2015-08-08,Drought,ET05,ET0501,ET050199,Somali,Siti,Gablalu,1126,7881,2015-08-08,0.1386750490563072,2016-10-02,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,8,0.0,421.0,ET05_ET0501_ET050199,ET05_ET0501_ET050110,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.99911190053286,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-08,ET0501,ET050110,2015-01-08,Drought,ET05,ET0501,ET050199,Somali,Siti,Gablalu,963,6163,2015-01-08,0.1386750490563072,2016-10-02,-0.1647172818672541,-0.2271283812897489,House damaged/destroyed   ,-0.8037180680557422,-4.402796314232057,0.9665953493282832,-0.3505443708465497,-3.323470256441984,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,633.0,ET05_ET0501_ET050199,ET05_ET0501_ET050110,-2.022289405463765,0.2519073151588957,1.2949006435891817,0.0,-2.022289405463765,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.399792315680166,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-10,ET0501,ET050107,2015-01-08,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,402,2352,2015-01-08,-7.211102550927979,2015-02-07,-0.1647172818672541,-0.2271283812897489,House damaged/destroyed   ,-0.8037180680557422,-4.402796314232057,0.9665953493282832,-0.3505443708465497,-3.323470256441984,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,30.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,-2.022289405463765,0.2519073151588957,1.2949006435891817,0.0,-2.022289405463765,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,5.850746268656716,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-13,ET0501,ET050107,2015-06-04,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,182,1101,2015-06-04,0.1386750490563072,2016-05-16,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,6,0.0,347.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,6.049450549450549,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-13,ET0501,ET050107,2015-07-04,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,352,2270,2015-07-04,-7.211102550927979,2015-08-03,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,7,0.0,30.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.448863636363637,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-12,ET0501,ET050107,2015-10-04,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,402,2716,2015-10-04,0.1386750490563072,2016-05-21,-0.1647172818672541,-0.2271283812897489,accessibility house damaged destroyed lack of security safety,1.2442173938170624,-4.402796314232057,0.9665953493282832,2.85270591447537,-3.323470256441984,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,10,0.0,230.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.756218905472637,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-12,ET0501,ET050107,2015-01-02,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,330,2031,2015-01-02,0.1386750490563072,2016-02-28,-0.1647172818672541,-0.2271283812897489,House damaged/destroyed   ,-0.8037180680557422,-4.402796314232057,0.9665953493282832,-0.3505443708465497,-3.323470256441984,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,422.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,-2.022289405463765,0.2519073151588957,1.2949006435891817,0.0,-2.022289405463765,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.154545454545454,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-12,ET0501,ET050107,2015-04-03,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,350,2189,2015-04-03,-7.211102550927979,2015-05-03,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,4,0.0,30.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.2542857142857144,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-13,ET0501,ET050107,2015-01-02,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,280,1806,2015-01-02,0.1386750490563072,2016-04-28,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,482.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,0.0428616251639721,0.2519073151588957,1.2949006435891817,0.0,0.0428616251639715,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.45,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-20,ET0501,ET050106,2015-01-01,Drought,ET05,ET0501,ET050105,Somali,Siti,Afdem,216,1706,2015-01-01,0.1386750490563072,2016-03-27,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services safety and security livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,3.0318818730794392,0.3771490147280578,1,0.0,451.0,ET05_ET0501_ET050105,ET05_ET0501_ET050106,1.075437140477841,1.3115174503510751,1.2949006435891817,0.0,1.0754371404778398,1.3115174503510756,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,7.898148148148148,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-20,ET0501,ET050109,2015-01-04,Drought,ET05,ET0501,ET050198,Somali,Siti,Gota-Biki,74,529,2015-01-04,-7.211102550927979,2015-02-03,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,30.0,ET05_ET0501_ET050198,ET05_ET0501_ET050109,0.0428616251639721,0.2519073151588957,1.2949006435891817,0.0,0.0428616251639715,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,7.148648648648648,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-22,ET0501,ET050104,2014-01-08,Drought,ET05,ET0501,ET0504,Somali,Siti,Erer,394,2896,2014-01-08,-7.211102550927979,2014-02-07,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,30.0,ET05_ET0501_ET0504,ET05_ET0501_ET050104,1.075437140477841,0.2519073151588957,1.2949006435891817,0.0,1.0754371404778398,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,7.350253807106599,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-28,ET0501,ET050103,2015-10-08,Drought,ET05,ET0501,ET050103,Somali,Siti,Shinile,550,3271,2015-10-08,0.1386750490563072,2016-02-20,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood access services livestock restocking,0.1237968921180345,-1.9318754766140744,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,10,0.0,135.0,ET05_ET0501_ET050103,ET05_ET0501_ET050103,0.0428616251639721,-0.8077028200332839,-0.7722600223814998,0.0,0.0428616251639715,-0.8077028200332839,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,5.947272727272727,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-20,ET0501,ET050109,2015-04-20,Drought,ET05,ET0501,ET050198,Somali,Siti,Gota-Biki,138,1050,2015-04-20,0.1386750490563072,2016-09-05,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,4,0.0,504.0,ET05_ET0501_ET050198,ET05_ET0501_ET050109,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,7.608695652173913,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-13,ET0505,ET050502,2017-01-01,Drought,ET05,ET0505,ET050502,Somali,Korahe,Kebridehar,106,484,2017-01-01,0.1386750490563072,2017-10-20,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood id documentation livestock restocking,0.1237968921180345,-1.9318754766140744,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,1,0.0,292.0,ET05_ET0505_ET050502,ET05_ET0505_ET050502,-0.9897138901498964,-0.8077028200332839,1.2949006435891817,0.0,-0.9897138901498972,-0.8077028200332839,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,4.566037735849057,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
