Survey_Date,Zone_P_CODE,Woreda_P_CODE,Site_Open_Date,Displacement_Reason,Origin_Region,Origin_Zone,Origin_Woreda,Second_Origin_Region,Second_Origin_Zone,Second_Origin_Woreda,Total_Households,Total_Individuals,First_Arrival_Date,Last_Arrival_Known,Last_Arrival_Date,Previously_Displaced,Currently_Leaving,Has_Prevention_Factors,Prevention_Accessibility,Prevention_Food,Prevention_Housing,Prevention_Security,Prevention_Livelihood,Prevention_Infrastructure,Support_Needs,Need_Livelihood,Need_Land,Need_Documentation,Need_Services,Need_Security,Need_Livestock,Displacement_Month,Has_Different_Second_Origin,Displacement_Duration,Origin_Location,Current_Location,Total_Prevention_Factors,Total_Support_Needs,Is_Winter_Migration,Region_Change,Prevention_Factor_Ratio,Support_Need_Ratio,Displacement_Season_Fall,Displacement_Season_Spring,Displacement_Season_Summer,Displacement_Season_Winter,Preferred_Solution_Reintegration,Preferred_Solution_Relocation,Preferred_Solution_Return,Region_P_CODE_ET02,Region_P_CODE_ET03,Region_P_CODE_ET04,Region_P_CODE_ET05,Household_Size_Category_Very Small,Household_Size_Category_Small,Household_Size_Category_Medium,Household_Size_Category_Large,Household_Size_Category_Very Large,year,month,household_size,fdi_pct_gdp,gdp_usd,gdp_per_capita_usd,remittances_pct_gdp,trade_pct_gdp,adult_literacy_rate,youth_literacy_rate,primary_enrollment,secondary_enrollment,regional_weight,avg_household_size,displacement_days,is_seasonal_migration,migration_distance_category,gdp_per_household,gdp_per_individual,trade_impact,economic_vulnerability,remittance_impact,education_access_index,literacy_impact,education_vulnerability,Prevention_Accessibility_binary,Prevention_Food_binary,Prevention_Housing_binary,Prevention_Security_binary,Prevention_Livelihood_binary,Prevention_Infrastructure_binary,total_prevention_categories,support_needs_severity,protection_vulnerability,site_operation_days,days_since_last_arrival,household_arrival_rate,survey_month,is_dry_season,same_zone,same_woreda,has_secondary_movement,idp_density,relative_household_size,basic_needs_score,livelihood_vulnerability,documentation_service_gap,compound_vulnerability,prevention_diversity,support_network_strength,settlement_potential,overall_vulnerability,long_term_displacement_risk
2017-11-18,ET0506,ET050609,2017-01-02,Drought,ET05,ET0506,ET0721,Somali,Shabelle,Abaqaro,100,655,2017-01-02,0.1386750490563072,2017-08-27,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,237.0,ET05_ET0506_ET0721,ET05_ET0506_ET050609,-0.9897138901498964,0.2519073151588957,1.2949006435891817,0.0,-0.9897138901498972,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,6.55,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.55,320,1,,116798001.1,17831755.89312977,48.937998806200994,0.04952555352089229,7.686567764585999,9.674395229295,36.73895,1.0,1,1,1,1,1,1,6,6,0.6666666666666666,320,83,0.3125,11,0,1,0,1,32482,1.0287464106482949,1.0,1.0,1.0,1.0,1.0,0.0,0.10308583295503088,0.5198102214083569,0.02184363372956982
2017-11-07,ET0506,ET050605,2017-05-01,Drought,ET05,ET0506,ET050605,Somali,Shabelle,Kelafo,79,527,2017-05-01,0.1386750490563072,2017-09-17,-0.1647172818672541,-0.2271283812897489,accessibility no livelihood,1.2442173938170624,-4.402796314232057,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,5,0.0,139.0,ET05_ET0506_ET050605,ET05_ET0506_ET050605,-0.9897138901498964,0.2519073151588957,-0.7722600223814998,0.0,-0.9897138901498972,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,6.670886075949367,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.670886075949367,190,1,,147845571.01265824,22162808.55787476,39.374542550943396,0.03887131679707008,6.184459865552399,9.674395229295,29.55943,1.0,1,1,1,1,1,1,6,6,0.6666666666666666,190,51,0.41578947368421054,11,0,1,1,1,32482,1.0477328406834503,1.0,1.0,1.0,1.0,1.0,0.0,0.10308583295503088,0.515548526718828,0.012863325026471086
2017-11-07,ET0506,ET050605,2017-05-01,Drought,ET05,ET0506,ET050605,Somali,Fafan,Tog-Wajale,181,1142,2017-05-01,0.1386750490563072,2017-09-18,-0.1647172818672541,-0.2271283812897489,accessibility lack of food no livelihood,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,5,0.0,140.0,ET05_ET0506_ET050605,ET05_ET0506_ET050605,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,6.30939226519337,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.30939226519337,190,1,,64529282.37569061,10227495.71803853,85.3239612773764,0.09006159480605959,13.401618911690399,9.674395229295,64.05478000000001,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,190,50,0.9526315789473684,11,0,1,1,1,32482,0.990956434532793,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.4860246379224238,0.012126681707847737
2017-11-29,ET0507,ET050706,2017-05-01,Drought,ET05,ET0507,ET120102,Somali,Doolo,Lahel Yu'Ub,995,5375,2017-05-01,0.1386750490563072,2017-06-16,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,5,0.0,46.0,ET05_ET0507_ET120102,ET05_ET0507_ET050706,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,5.402010050251256,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,5.402010050251256,212,1,,11738492.572864322,2172986.066976744,401.590448218825,0.44240053271183616,63.076796541449994,9.674395229295,301.48375,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,212,166,4.693396226415095,11,0,1,0,1,94083,0.9023021159977355,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.6269602130847345,0.017454440600651832
2017-11-30,ET0507,ET050706,2017-09-01,Drought,ET05,ET0507,ET120102,Somali,Doolo,Lahel Yu'Ub,150,925,2017-09-01,0.1386750490563072,2017-07-26,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,9,0.0,0.0,ET05_ET0507_ET120102,ET05_ET0507_ET050706,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,6.166666666666667,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.166666666666667,90,1,,77865334.06666666,12626810.92972973,69.11091434463499,0.07199933411020473,10.855076614109997,9.674395229295,51.88325,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,90,127,1.6666666666666667,11,0,1,0,1,94083,1.0300233302467172,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.42879973364408186,0.005067889169792169
2017-11-30,ET0507,ET050706,2017-11-01,Drought,ET05,ET0507,ET120102,Somali,Doolo,Lahel Yu'Ub,180,999,2017-11-01,0.1386750490563072,2017-07-21,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,11,0.0,0.0,ET05_ET0507_ET120102,ET05_ET0507_ET050706,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,5.55,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,5.55,29,1,,64887778.38888889,11691491.601601603,74.6397874922058,0.07815881471616445,11.723482743238797,9.674395229295,56.033910000000006,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,29,132,6.206896551724138,11,0,1,0,1,94083,0.9270209972220455,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.43126352588646577,0.0016423693040981625
2017-12-01,ET0507,ET050706,2017-09-01,Drought,ET05,ET0507,ET120102,Somali,Doolo,Lahel Yu'Ub,835,5053,2017-09-01,0.1386750490563072,2017-01-26,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,9,0.0,0.0,ET05_ET0507_ET120102,ET05_ET0507_ET050706,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,12,6.051497005988024,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.051497005988024,91,1,,13987784.562874252,2311458.561250742,377.53237857669257,0.41559846845347087,59.298056357943594,9.674395229295,283.42277,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,91,309,9.175824175824175,12,1,1,0,1,94083,1.0107864485004037,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.5662393873813883,0.0067666164480244696
2017-11-18,ET0507,ET050707,2017-08-06,Drought,ET05,ET0507,ET050788,Somali,Doolo,Daratole,150,940,2017-08-06,0.1386750490563072,2017-10-08,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,8,0.0,63.0,ET05_ET0507_ET050788,ET05_ET0507_ET050707,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,6.266666666666667,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.266666666666667,104,1,,77865334.06666666,12425319.265957447,70.231631874548,0.07324787747627766,11.031104883527998,9.674395229295,52.7246,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,104,41,1.4423076923076923,11,0,1,0,1,94083,1.046726411277745,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.429299150990511,0.0058630481553530065
2017-11-17,ET0507,ET050707,2017-07-01,Drought,ET05,ET0507,ET050788,Somali,Doolo,Daratole,315,1923,2017-07-01,0.1386750490563072,2017-01-06,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation access services livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,-0.3298281535567591,0.3771490147280578,7,0.0,0.0,ET05_ET0507_ET050788,ET05_ET0507_ET050707,1.075437140477841,1.3115174503510751,-0.7722600223814998,0.0,1.0754371404778398,1.3115174503510756,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.104761904761904,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.104761904761904,139,1,,37078730.50793651,6073739.00676027,143.67598733484658,0.15506908606625602,22.5668241393876,9.674395229295,107.86107000000001,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,139,315,2.2661870503597124,11,0,1,0,1,94083,1.0196833277036998,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.4620276344265024,0.008433597003976867
2017-11-17,ET0507,ET050707,2017-01-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,184,1039,2017-01-01,0.1386750490563072,2017-05-14,-0.1647172818672541,4.402796314232056,No,-0.8037180680557422,0.2271283812897488,0.9665953493282832,2.85270591447537,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,133.0,ET05_ET0507_ET040507,ET05_ET0507_ET050707,1.075437140477841,0.2519073151588957,1.2949006435891817,0.0,1.0754371404778398,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,5.646739130434782,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,5.646739130434782,320,1,,63477174.51086956,11241386.053897979,77.6283675719738,0.0814882636923589,12.192891461686798,9.674395229295,58.27751,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,320,187,0.575,11,0,1,0,1,94083,0.9431794125672789,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.4325953054769435,0.018178660243285873
2017-11-18,ET0507,ET050707,2017-01-01,Drought,ET05,ET0507,ET050788,Somali,Doolo,Daratole,370,2147,2017-01-01,0.1386750490563072,2017-08-07,-0.1647172818672541,4.402796314232056,No,-0.8037180680557422,0.2271283812897488,0.9665953493282832,2.85270591447537,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,218.0,ET05_ET0507_ET050788,ET05_ET0507_ET050707,1.075437140477841,0.2519073151588957,1.2949006435891817,0.0,1.0754371404778398,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,5.802702702702702,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,5.802702702702702,321,1,,31567027.324324325,5440055.943176526,160.41203578154736,0.17371400033294487,25.195512962696398,9.674395229295,120.42523000000001,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,321,103,1.1526479750778815,11,0,1,0,1,94083,0.9692301344220753,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.4694856001331779,0.01979052890909391
2017-11-18,ET0507,ET050707,2017-07-01,Drought,ET05,ET0507,ET050788,Somali,Doolo,Daratole,230,1520,2017-07-01,0.1386750490563072,2017-01-06,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,-2.651471861118468,7,0.0,0.0,ET05_ET0507_ET050788,ET05_ET0507_ET050707,1.075437140477841,-0.8077028200332839,-0.7722600223814998,0.0,1.0754371404778398,-0.8077028200332839,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,6.608695652173913,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.608695652173913,140,1,,50781739.60869565,7684079.019736842,113.566043031184,0.12152488763109702,17.837531301023997,9.674395229295,85.2568,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,140,316,1.6428571428571428,11,0,1,0,1,94083,1.1038557898766228,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.4486099550524388,0.008247589455987055
2017-11-15,ET0507,ET050701,2017-02-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,55,343,2017-02-01,0.1386750490563072,2017-12-06,-0.1647172818672541,-0.2271283812897489,accessibility lack of food,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,-3.323470256441984,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,2,0.0,308.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,-0.9897138901498964,0.2519073151588957,1.2949006435891817,0.0,-0.9897138901498972,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,6.236363636363636,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.236363636363636,287,1,,212360002.0,34051895.364431486,25.6270741840106,0.023555851506575652,4.025179760691599,9.674395229295,19.238870000000002,1.0,1,1,1,1,1,1,6,6,0.6666666666666666,287,-21,0.1916376306620209,11,0,1,0,1,94083,1.041664871571373,1.0,1.0,1.0,1.0,1.0,0.0,0.10308583295503088,0.5094223406026303,0.019199502528293486
2017-11-14,ET0507,ET050701,2017-05-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,702,4354,2017-05-01,0.1386750490563072,2017-07-19,-0.1647172818672541,4.402796314232056,No,-0.8037180680557422,0.2271283812897488,0.9665953493282832,2.85270591447537,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,5,0.0,79.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.202279202279202,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.202279202279202,197,1,,16637891.894586895,2682544.811667432,325.30694168274675,0.35741634759447305,51.09513900306479,9.674395229295,244.21586000000002,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,197,118,3.563451776649746,11,0,1,0,1,94083,1.0359717209272827,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.5429665390377892,0.014046540799795731
2017-11-15,ET0507,ET050701,2017-07-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,70,451,2017-07-01,0.1386750490563072,2017-06-19,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,-2.651471861118468,7,0.0,0.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,1.075437140477841,-0.8077028200332839,-0.7722600223814998,0.0,1.0754371404778398,-0.8077028200332839,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,6.442857142857143,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.442857142857143,137,1,,166854287.2857143,25897561.219512194,33.696240399384195,0.032545363742300645,5.2925833005011995,9.674395229295,25.296590000000002,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,137,149,0.5109489051094891,11,0,1,0,1,94083,1.0761556492847941,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.41301814549692023,0.007430529997777817
2017-11-16,ET0507,ET050701,2017-01-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,370,2267,2017-01-01,0.1386750490563072,2017-01-19,-0.1647172818672541,-0.2271283812897489,accessibility lack of food no livelihood,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,18.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,0.0428616251639721,0.2519073151588957,1.2949006435891817,0.0,0.0428616251639715,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.127027027027027,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.127027027027027,319,1,,31567027.324324325,5152095.328628143,169.3777760208514,0.1837023472615282,26.603739118040398,9.674395229295,127.15603000000002,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,319,301,1.1598746081504703,11,0,1,0,1,94083,1.0234022891173007,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.5234809389046112,0.021929142417671826
2017-11-16,ET0507,ET050701,2017-02-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,250,1428,2017-02-01,0.1386750490563072,2017-05-23,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,2,0.0,111.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,0.0428616251639721,0.2519073151588957,1.2949006435891817,0.0,0.0428616251639715,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,5.712,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,5.712,288,1,,46719200.44,8179131.729691877,106.6923088477176,0.11386715498584983,16.757891248593598,9.674395229295,80.09652,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,288,177,0.8680555555555556,11,0,1,0,1,94083,0.9540799884923106,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.4955468619943399,0.01874162787319368
2017-11-17,ET0507,ET050701,2017-09-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,85,571,2017-09-01,0.1386750490563072,2017-05-13,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,9,0.0,0.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,6.7176470588235295,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.7176470588235295,77,1,,137409413.05882353,20454991.43607706,42.6619806386882,0.04253371067088397,6.700809455845199,9.674395229295,32.027390000000004,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,77,188,1.103896103896104,11,0,1,0,1,94083,1.122054031613753,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.41701348426835355,0.004216682638038506
2017-11-16,ET0507,ET050701,2017-05-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,127,747,2017-05-01,0.1386750490563072,2017-06-21,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,5,0.0,51.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,5.881889763779528,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,5.881889763779528,199,1,,91966930.0,15635609.250334673,55.81173298966739,0.05718328616613949,8.766207817016399,9.674395229295,41.89923,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,199,148,0.6381909547738693,11,0,1,0,1,94083,0.9824568133998269,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.42287331446645576,0.011050793116063651
2017-11-17,ET0507,ET050701,2017-07-01,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,75,473,2017-07-01,0.1386750490563072,2017-06-19,-0.1647172818672541,-0.2271283812897489,accessibility no livelihood,1.2442173938170624,-4.402796314232057,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,7,0.0,0.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,-0.9897138901498964,0.2519073151588957,-0.7722600223814998,0.0,-0.9897138901498972,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,6.306666666666667,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.306666666666667,139,1,,155730668.13333333,24693023.48837209,35.339959443256596,0.034376560679207586,5.550758095647599,9.674395229295,26.530570000000004,1.0,1,1,1,1,1,1,6,6,0.6666666666666666,139,151,0.539568345323741,11,0,1,0,1,94083,1.0534076436901563,1.0,1.0,1.0,1.0,1.0,0.0,0.10308583295503088,0.513750624271683,0.009377719865234923
